train_acc,valid_acc,test_acc,test_mid_0_acc,test_mid_1_acc,test_mid_2_acc,test_mid_3_acc,test_mid_4_acc,test_mid_5_acc,test_mid_6_acc,test_mid_7_acc,test_mid_8_acc,test_mid_9_acc
0.9617716666666667,0.944565,0.815445,0.75075,0.6597,0.69485,0.7402,0.75285,0.75165,0.79345,0.7774,0.7634,0.82025
0.9645483333333333,0.946335,0.786825,0.70935,0.6268,0.6467,0.6925,0.70745,0.71955,0.7645,0.73565,0.72085,0.7796
0.96639,0.948115,0.814635,0.73615,0.6452,0.66625,0.7231,0.7266,0.7463,0.7887,0.7381,0.7475,0.79855
0.96727,0.948865,0.765505,0.6737,0.59405,0.62125,0.6733,0.69175,0.70075,0.73835,0.70405,0.71235,0.75015
0.9682783333333334,0.9496,0.81276,0.74575,0.63745,0.67395,0.71865,0.73165,0.7479,0.79725,0.75975,0.76005,0.7991
0.9668766666666667,0.94904,0.816805,0.75245,0.6527,0.67705,0.7334,0.7365,0.7483,0.788,0.75935,0.75815,0.8206
0.9708233333333334,0.95179,0.803715,0.73555,0.64025,0.6632,0.71885,0.7207,0.73925,0.7746,0.7553,0.749,0.81105
0.9690666666666666,0.9503,0.79421,0.72515,0.6392,0.6409,0.7025,0.7094,0.7293,0.77415,0.74255,0.7456,0.7935
0.973345,0.95403,0.79156,0.71695,0.6101,0.6536,0.6994,0.70055,0.706,0.76585,0.73215,0.73215,0.76865
0.9703833333333334,0.951235,0.80145,0.72145,0.637,0.6623,0.7133,0.7167,0.7289,0.77195,0.74585,0.7354,0.80675
